,T0,T1,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T23,T25,T26,T28,T29,T30,T31,T33,T34,T35,T36,T37,T38,T39,T40,T43,T46,T47,T48,T50,T53,T55,T56,T57,T58,T59,T61,T64,T66,T67,T68,T69,T71,T73,T76,T77,T79,T80,T81,T83,T84,T85,T87,T89,T90,T92,T93,T94,T95,T96,T98,T99,T100
2018-12-03,105.0462,46.1394,349.772,123.6509,97.1568,97.8597,42.847,113.4624,58.3145,63.4655,147.13,45.9258,88.618,161.759,94.8476,128.7254,166.112,64.834,173.405,25.3297,36.4943,82.7459,17.5501,64.901,90.7166,42.1843,43.8662,106.6565,42.1836,55.0096,37.4608,38.9896,37.9124,171.553,68.6725,1919.7,248.987,141.6078,266.621,380.98,44.0134,220.81,45.8176,255.26,151.4835,175.534,44.407,35.1093,56.889,217.678,106.5235,64.9676,151.2316,73.7954,60.9166,212.0499,57.9437,7.8393,41.0905,161.45,51.8234,61.4328,45.3568,39.3873,109.5429,86.637,142.491,99.372,87.0241,69.4445,261.596,82.9901,74.3111,47.2736
2018-12-04,100.6334,46.0839,332.806,115.0812,92.82,95.0781,42.7521,110.6489,56.4666,62.0668,147.49,42.8092,83.42,156.028,92.0395,128.5669,165.817,64.0074,167.956,23.954,35.8198,82.7371,17.0077,63.468,88.0158,40.9812,41.7836,103.2596,38.9759,52.5613,35.37,38.7844,37.0076,165.0,66.1113,1863.14,240.993,137.9128,259.376,358.097,42.3273,210.12,44.7427,245.82,148.2391,171.062,42.453,33.8,56.2822,212.303,104.2291,62.2464,141.3304,74.1495,58.0769,198.6654,56.8725,7.4963,41.0184,153.99,50.5878,60.6592,43.8561,37.401,107.6944,82.9984,141.028,92.044,85.0324,68.9117,252.729,77.8715,72.2612,45.1295
2018-12-05,100.6334,46.0839,332.806,115.0812,92.82,95.0781,42.7521,110.6489,56.4666,62.0668,147.49,42.8092,83.42,156.028,92.0395,128.5669,165.817,64.0074,167.956,23.954,35.8198,82.7371,17.0077,63.468,88.0158,40.9812,41.7836,103.2596,38.9759,52.5613,35.37,38.7844,37.0076,165.0,66.1113,1863.14,240.993,137.9128,259.376,358.097,42.3273,210.12,44.7427,245.82,148.2391,171.062,42.453,33.8,56.2822,212.303,104.2291,62.2464,141.3304,74.1495,58.0769,198.6654,56.8725,7.4963,41.0184,153.99,50.5878,60.6592,43.8561,37.401,107.6944,82.9984,141.028,92.044,85.0324,68.9117,252.729,77.8715,72.2612,45.1295
2018-12-06,101.2037,46.0759,322.506,114.2358,91.0542,93.9995,42.5797,112.0802,56.205,61.2542,151.235,43.2208,84.96,156.615,93.7879,128.4613,166.184,64.1383,168.355,23.4542,35.6928,82.9499,16.8971,63.772,87.5354,41.8814,42.3261,103.8971,39.2687,50.704,34.1902,38.1933,37.0076,164.803,66.1483,1882.24,239.165,136.6962,257.793,353.338,41.5798,207.96,45.7918,250.63,143.7688,172.143,41.98,33.9703,56.4161,218.728,102.8172,62.453,143.9408,73.9683,56.4315,198.2414,57.3959,7.3656,41.1288,152.069,50.5879,60.5682,43.6393,36.9586,107.0659,83.5681,145.265,93.139,84.8121,66.8682,252.394,77.6146,72.0229,44.5282
2018-12-07,99.7359,45.7586,314.072,109.9465,89.4095,93.6589,42.3296,110.6279,55.6144,60.6681,150.152,41.2215,81.457,153.793,90.3289,128.0387,163.953,62.788,164.667,22.6956,34.8517,81.9745,16.6812,62.722,86.076,40.1936,40.4622,99.7389,36.6192,49.2604,32.8802,38.5709,36.858,160.846,64.6781,1834.51,233.058,132.8841,250.651,347.043,41.4668,204.88,45.6456,238.0,140.764,165.595,40.483,33.5489,55.9521,210.906,99.8854,60.8993,137.2934,74.1001,55.6884,186.2031,55.7277,7.2023,41.1738,148.833,49.5958,59.5853,43.1557,35.8397,104.9771,82.1439,143.612,90.794,83.0496,64.7025,251.557,75.835,69.9253,43.8048
2018-12-10,98.9038,46.2267,317.113,109.8041,87.7389,93.2129,42.4589,110.5094,55.0153,59.8086,149.935,40.7511,82.052,152.814,91.6837,127.889,165.467,63.3608,164.733,22.0977,35.2325,82.4888,16.5539,62.701,86.7688,40.5572,41.311,102.3746,37.6735,48.1798,32.5418,38.768,36.3001,160.094,65.575,1826.01,234.264,133.4158,248.184,347.185,41.3364,203.26,45.2156,244.09,144.626,167.887,40.75,33.495,56.6927,208.842,99.7383,61.3573,137.079,74.5283,55.3345,178.3811,55.188,6.9573,41.1175,153.119,50.703,59.6035,42.1719,35.3106,105.4484,82.1715,141.843,90.001,84.1423,64.0475,263.015,75.6332,69.1339,42.5323
2018-12-11,98.5392,46.6868,312.916,109.6706,86.8819,93.6427,42.7176,110.618,55.2178,59.918,150.341,39.7514,82.162,153.277,91.5021,128.9807,164.517,63.1071,164.019,21.937,34.9231,83.2691,16.4377,62.449,86.6857,40.7562,41.4598,103.3262,36.7631,47.4622,32.0168,39.0471,36.7015,158.277,66.4256,1852.35,234.679,133.2355,248.826,340.475,41.432,202.28,45.0867,245.34,145.1329,169.695,40.517,33.0377,57.5938,212.444,99.3461,59.9743,137.051,74.7588,55.0957,175.3484,55.3761,6.9737,41.2008,153.181,50.8004,59.9948,41.7883,35.2326,105.8274,82.2174,142.872,89.294,84.1335,64.1086,257.506,74.6333,70.1446,41.6258
2018-12-12,100.4838,45.4175,317.444,111.5661,87.4445,93.7643,42.4417,110.8551,55.0744,59.4022,148.546,39.4574,83.177,155.057,91.7064,129.509,164.419,63.8437,165.971,21.8835,35.0421,83.3755,16.6923,62.832,86.0022,41.0418,41.8536,103.7924,36.9392,47.2596,32.9706,38.5956,36.2797,158.188,67.0636,1856.15,238.404,132.7849,252.011,344.368,41.771,202.48,45.9552,245.55,147.981,169.894,40.63,33.1632,58.2452,213.663,100.0423,60.8814,138.1138,73.7789,54.0341,174.0725,55.7195,7.0553,40.8248,152.247,51.1282,60.186,41.7967,35.3974,105.6795,84.634,139.099,87.251,84.345,65.0605,257.815,75.2571,70.8597,41.6084
2018-12-13,99.7546,45.2905,316.258,112.0378,87.5311,94.0239,42.6573,112.0209,55.8,60.1524,150.486,42.3388,82.919,154.755,91.381,130.1605,167.062,64.6621,167.898,21.7764,35.3674,85.5567,16.5539,62.617,85.8636,41.0851,42.2561,104.1445,36.9367,47.0823,32.6293,39.0389,36.6811,157.489,66.74,1833.07,238.651,131.4331,253.417,341.896,41.7971,202.42,46.1272,248.08,145.7136,170.863,41.074,32.9659,58.4147,212.454,100.5032,59.8845,138.2723,74.8494,53.7245,173.0647,55.5381,6.941,41.0252,152.061,51.4559,60.8958,41.0129,35.2152,106.1601,86.637,140.288,86.88,84.16,64.0737,257.577,73.7435,69.5344,40.9896
2018-12-14,98.8197,45.2826,309.729,112.812,86.8126,92.3127,42.5452,110.8453,54.4668,59.0584,150.305,41.7508,79.596,153.348,90.7527,117.0951,164.248,63.0303,162.889,21.8478,34.7564,85.6897,16.7255,62.381,84.8383,39.657,41.8798,100.8903,36.3314,46.4491,32.8043,38.8583,35.8716,154.669,65.427,1807.14,231.571,128.4861,246.778,337.509,42.3012,200.0,44.8201,230.0,144.6444,166.14,39.76,32.5893,58.147,194.211,98.4441,60.3245,138.925,74.7259,53.4679,170.2262,54.0703,6.9573,40.809,150.247,51.0396,59.467,40.6461,34.3825,103.452,85.7825,139.221,85.052,82.5913,62.7725,253.584,72.2208,69.153,40.5625
2018-12-17,94.5939,44.3862,307.183,110.7652,85.7047,91.1936,41.6743,109.2843,53.2602,57.8551,145.199,42.0448,76.046,149.503,87.8765,113.6967,162.008,62.0001,160.165,21.8388,34.2089,82.2582,16.5262,60.548,83.8408,38.2549,41.1973,97.9025,35.6194,45.7991,32.7781,37.7663,35.6131,150.408,64.4932,1739.52,226.311,125.8095,240.306,333.933,42.5706,197.92,43.7881,221.38,145.7794,164.419,39.39,32.4727,56.1395,189.68,98.4146,57.765,136.1933,72.5356,51.9463,168.451,53.6992,6.941,39.5504,145.338,50.4904,58.6752,39.9707,34.3478,100.1524,83.1087,133.368,83.509,80.9434,61.7333,246.118,70.5513,66.6455,40.6236
2018-12-18,94.4443,44.1482,318.775,110.5872,85.2978,88.9958,41.6656,108.1285,52.2392,56.261,146.435,42.8092,77.574,151.346,88.2928,114.8236,161.04,61.2584,161.61,21.8388,33.6455,82.01,16.4654,60.795,84.1271,38.1338,41.7748,98.9301,36.453,45.5289,32.8656,37.3805,34.6198,153.532,64.7983,1769.42,227.725,125.9717,235.557,338.436,40.615,196.52,44.3385,226.18,146.0389,161.841,39.902,31.9705,55.729,190.393,98.7578,58.6541,139.1301,72.1815,51.7429,171.0584,53.4683,6.9165,39.6292,144.769,51.1813,59.0847,39.4038,34.5994,98.4333,84.0367,133.383,83.863,81.0756,60.7464,246.33,69.9091,67.8373,40.5451
2018-12-19,92.3408,44.3148,310.506,108.8608,84.2158,87.4469,41.3035,107.9012,51.7076,55.3077,146.642,45.1057,74.754,149.138,88.1263,112.3497,160.547,60.7969,157.789,21.58,33.3043,81.3627,16.5041,59.755,83.6376,37.3375,39.876,98.6637,34.3616,44.5919,34.4231,37.1752,34.9668,151.518,63.7997,1736.63,225.806,123.3672,233.08,328.583,39.546,195.17,43.3324,224.65,144.3896,160.448,38.657,31.558,55.2116,188.911,98.6892,56.4268,136.1933,71.8274,51.0263,150.2551,52.9406,6.794,39.2959,141.372,50.2158,58.302,38.5366,34.0876,100.8456,82.9984,131.058,81.311,80.4234,59.8993,241.473,68.4965,65.7588,39.8043
2018-12-20,89.5361,43.688,304.19,108.1667,83.4887,85.1356,40.9931,105.708,50.6276,53.6277,145.74,43.8103,73.042,146.112,85.5452,112.9308,155.637,60.5661,155.646,21.5176,33.2884,80.6711,15.8566,57.56,80.6172,36.7749,39.8497,96.5894,33.5157,44.1275,33.3818,37.0192,34.3137,150.766,63.2264,1705.18,217.204,121.3755,225.752,328.124,39.1201,193.58,43.0486,218.65,142.7402,159.99,37.681,31.0468,54.4085,184.897,96.4438,55.412,134.8507,72.5767,50.1593,147.6755,53.023,6.745,39.3837,137.478,49.9324,56.5637,38.1615,33.7494,101.012,81.9234,128.101,80.983,79.2249,58.0567,233.831,68.3313,64.3858,40.1268
2018-12-21,85.3851,43.569,295.93,106.8497,81.5151,84.5112,41.0189,102.9616,50.4588,53.2292,142.546,42.1026,68.873,142.837,83.9709,112.7723,156.058,60.0799,152.631,20.8571,33.2725,80.6622,15.6684,55.754,80.4787,36.221,39.2372,93.4684,32.1438,42.4138,32.7256,37.0192,33.3953,143.282,62.2001,1633.39,213.377,119.4469,221.934,325.908,38.7985,192.1,42.8422,208.8,141.8693,155.881,36.216,30.2666,53.4538,182.449,96.5615,54.9001,133.3124,72.1897,50.3097,146.0852,51.6377,6.5735,39.2036,133.814,48.586,55.872,37.1943,32.6825,101.1321,80.5268,125.67,80.604,78.0793,55.6289,226.128,66.405,69.0004,39.3249
2018-12-24,83.6742,42.0855,285.835,104.0732,79.7579,81.8999,39.6306,99.1383,48.1046,51.1897,138.559,40.7483,67.198,140.754,81.4201,108.1501,152.59,58.6376,148.369,20.2859,32.1775,77.4612,15.1426,53.591,79.2687,34.8622,38.1434,89.5671,31.5261,41.5864,32.6643,35.3197,32.8905,139.97,60.619,1616.83,206.139,115.5447,216.906,319.384,38.6682,187.76,41.9307,205.16,137.2549,154.316,35.279,29.6568,51.7854,178.2,93.0022,55.2773,128.0821,69.0937,49.0889,141.1849,49.9225,6.2306,37.8459,131.787,47.523,55.1166,36.4856,32.1013,98.6644,78.9831,122.453,77.492,75.6118,54.9478,216.141,64.9281,64.9293,38.0001
2018-12-25,83.6742,42.0855,285.835,104.0732,79.7579,81.8999,39.6306,99.1383,48.1046,51.1897,138.559,40.7483,67.198,140.754,81.4201,108.1501,152.59,58.6376,148.369,20.2859,32.1775,77.4612,15.1426,53.591,79.2687,34.8622,38.1434,89.5671,31.5261,41.5864,32.6643,35.3197,32.8905,139.97,60.619,1616.83,206.139,115.5447,216.906,319.384,38.6682,187.76,41.9307,205.16,137.2549,154.316,35.279,29.6568,51.7854,178.2,93.0022,55.2773,128.0821,69.0937,49.0889,141.1849,49.9225,6.2306,37.8459,131.787,47.523,55.1166,36.4856,32.1013,98.6644,78.9831,122.453,77.492,75.6118,54.9478,216.141,64.9281,64.9293,38.0001
2018-12-26,87.7317,43.1882,305.045,111.0233,83.0645,87.0901,40.4757,104.5522,51.8933,53.6355,142.904,43.5159,73.545,149.779,84.3115,111.5573,155.95,60.9864,154.716,21.5176,33.4789,79.8819,15.5411,55.665,83.5083,36.7576,40.4185,95.6854,33.0195,43.4268,33.7668,35.8288,33.4921,145.86,64.373,1703.25,215.533,122.5832,226.599,336.564,40.1196,197.57,43.0228,222.95,141.5264,162.499,37.763,30.6164,52.9988,186.304,98.0126,58.4745,133.5735,70.197,51.7252,148.0731,52.1324,6.4102,38.3547,135.308,49.5692,57.4101,37.8446,34.0876,102.6757,83.6508,127.026,83.285,78.1322,57.1223,221.782,68.2579,69.6107,39.7346
2018-12-27,88.517,43.7515,308.164,112.723,83.9994,88.6552,40.9844,105.2338,52.5092,53.8699,143.875,42.8092,73.082,151.595,86.1205,112.1736,157.456,62.1237,158.404,21.7496,34.0026,81.5932,15.5798,55.534,84.5982,37.1384,40.5672,96.2754,32.5407,43.7054,34.4143,36.0833,33.6789,148.08,65.3068,1717.8,218.618,123.5925,229.039,342.364,40.6933,200.12,43.3496,225.14,144.927,164.635,37.518,30.9123,53.2576,188.602,99.6822,58.1152,136.79,70.7817,52.486,148.8774,51.9015,6.4102,38.7645,137.931,49.6843,57.5193,38.0614,34.3999,104.3393,84.4042,127.537,84.294,79.4527,56.9738,228.983,68.79,70.2399,39.6823
2018-12-28,88.2739,43.8467,307.426,111.7797,83.8176,88.1119,40.6999,106.0044,52.0367,53.2682,144.083,44.2225,73.901,151.506,85.5528,112.0503,157.321,62.1155,157.299,21.7675,34.0899,80.8484,15.7514,55.313,85.097,37.0173,40.9085,95.5237,33.156,43.7561,33.7931,36.0833,33.8103,145.95,65.7322,1715.83,219.962,123.2681,229.29,342.744,40.5455,202.08,43.8053,223.13,144.8343,164.981,37.537,30.8047,53.1951,189.502,100.0063,58.3398,136.1527,70.9134,52.309,146.9913,51.0274,6.3776,38.8906,138.109,50.3221,57.6922,38.0026,34.1483,105.5501,84.4134,128.124,83.216,79.107,56.9301,230.279,68.4873,69.9253,39.9002
2018-12-31,89.1154,44.6004,313.372,113.0789,84.5014,88.2254,40.8292,108.326,52.6105,53.2838,143.503,44.5758,75.099,152.93,86.0372,113.6175,159.123,62.9726,158.271,21.9906,34.6374,81.5046,15.7957,55.912,86.0391,37.502,41.066,96.6465,33.1187,43.9502,34.4843,36.0586,34.156,149.549,66.8787,1722.42,221.287,124.5749,231.972,346.796,40.9106,204.18,44.6997,226.24,144.5841,168.389,37.9,30.7055,53.1059,191.068,101.2732,59.3546,139.7983,71.0616,52.8575,149.1641,51.5799,6.2469,39.1383,139.79,50.4107,58.6115,38.4144,34.3912,106.955,84.8637,128.04,84.078,80.6136,57.2183,230.79,69.3404,70.688,40.1616
2019-01-01,89.1154,44.6004,313.372,113.0789,84.5014,88.2254,40.8292,108.326,52.6105,53.2838,143.503,44.5758,75.099,152.93,86.0372,113.6175,159.123,62.9726,158.271,21.9906,34.6374,81.5046,15.7957,55.912,86.0391,37.502,41.066,96.6465,33.1187,43.9502,34.4843,36.0586,34.156,149.549,66.8787,1722.42,221.287,124.5749,231.972,346.796,40.9106,204.18,44.6997,226.24,144.5841,168.389,37.9,30.7055,53.1059,191.068,101.2732,59.3546,139.7983,71.0616,52.8575,149.1641,51.5799,6.2469,39.1383,139.79,50.4107,58.6115,38.4144,34.3912,106.955,84.8637,128.04,84.078,80.6136,57.2183,230.79,69.3404,70.688,40.1616
2019-01-02,89.4519,44.4417,314.645,112.4649,85.9643,89.7663,40.4671,107.6543,53.4796,54.456,142.187,47.4022,76.957,153.455,87.2029,112.4729,157.77,62.2968,158.611,22.2762,34.32,80.9371,16.3491,56.867,86.2146,37.1731,41.1973,96.2183,33.7935,45.1913,34.6681,35.8944,34.1007,154.007,64.262,1721.7,216.966,124.1693,226.73,343.795,41.2843,202.8,45.0867,224.57,145.659,165.993,37.943,30.994,52.865,192.053,98.7001,59.6689,138.7955,69.7442,52.8575,150.8838,52.3139,6.4511,38.2399,139.834,50.8447,58.5386,38.9608,35.0417,106.1786,84.781,125.769,83.802,77.9194,57.2707,233.338,70.8723,70.6118,40.9112
2019-01-03,87.7059,44.6004,302.101,108.1311,84.7427,88.047,40.217,105.0461,52.467,53.6199,143.04,47.4611,75.014,150.073,85.462,110.6857,156.73,61.0194,152.639,21.9192,33.3598,80.3696,16.3713,54.336,85.7712,35.8211,38.9309,92.6786,31.7518,44.3724,33.9068,36.4035,33.914,151.751,61.2292,1663.12,209.797,119.5731,220.547,333.695,40.4673,191.66,39.1063,215.7,141.1095,163.467,34.164,31.2375,52.6151,187.983,95.8717,58.8517,135.0,69.7195,51.7163,145.3363,53.8064,6.3531,38.1453,136.375,49.3389,55.9994,38.4144,34.4172,102.879,83.7702,125.662,81.423,75.7304,56.9651,227.476,69.8633,69.3628,40.5887
2019-01-04,91.6579,44.7114,317.823,114.04,87.8667,89.8717,41.0189,108.2865,53.7918,55.5968,143.612,48.4622,78.77,154.532,88.7999,112.5434,159.759,62.8572,158.919,22.8295,34.1216,82.01,16.7919,56.195,86.307,37.4347,41.3198,96.989,33.7861,46.542,35.1581,36.7072,34.7854,156.71,62.9768,1717.55,219.28,124.1783,223.126,345.913,41.6406,195.2,40.6404,226.19,145.1308,169.055,35.622,32.2926,53.1059,193.441,98.651,59.66,142.1506,70.2959,52.831,152.0303,56.2803,6.598,38.8478,140.288,50.1361,57.8561,39.3643,35.8224,105.9752,86.2511,127.575,84.259,78.1055,58.3536,233.611,72.9638,71.1743,41.7914
2019-01-07,92.1555,44.997,318.824,114.1112,87.9278,91.0395,40.4843,109.2251,53.5555,55.8859,144.501,51.4653,81.476,157.576,89.4282,111.8214,161.497,62.1649,158.553,22.8116,34.3041,81.6819,17.0963,56.169,87.323,37.6876,41.5123,97.1127,35.5747,46.9472,35.3594,36.6251,33.7342,157.579,63.9199,1711.82,222.237,124.9534,223.554,346.876,41.545,196.91,41.9578,229.26,145.0011,171.33,35.543,31.9499,53.4271,194.154,99.0537,62.5787,144.4748,69.9994,53.2291,154.1569,56.5359,6.7695,38.7916,141.07,49.9944,57.8561,39.1794,36.178,106.5483,87.8866,128.917,83.975,73.0716,59.9168,236.29,73.3674,72.1945,41.5213
2019-01-08,92.6061,46.3139,330.892,115.4817,87.762,90.6421,40.9413,110.0747,54.2728,56.2922,146.133,50.4054,82.829,158.333,90.6997,114.4187,161.838,62.6265,159.218,22.767,34.4628,81.9834,17.3121,57.182,87.9326,37.9929,41.7748,97.8168,34.6891,46.8206,35.4994,37.6678,33.9278,156.997,63.1524,1686.92,227.408,135.8581,226.543,351.29,41.3886,196.31,41.5938,232.68,146.5392,173.527,36.221,32.2114,54.0249,195.608,101.5777,62.5159,147.0614,70.8805,53.6714,154.425,56.1483,6.8348,39.0753,141.079,49.5603,57.9016,39.4315,35.9525,107.528,89.7059,131.996,83.983,73.5857,59.8469,237.868,73.4041,73.1574,41.4341
2019-01-09,92.775,45.7307,334.099,115.9266,87.6137,91.8586,40.1566,111.3096,56.07,56.5892,144.854,50.0521,82.971,159.97,91.3507,113.5118,161.56,62.1485,159.733,22.9901,34.3914,80.6445,16.9352,57.403,87.6463,37.7836,42.0111,99.2156,35.3713,47.5973,36.0156,37.3476,34.3428,157.982,64.2065,1649.49,233.747,135.5066,226.869,353.303,41.5103,196.37,40.8917,235.43,146.8265,173.32,36.836,32.518,54.6941,196.874,102.491,63.1266,144.6341,69.8347,54.3172,157.7258,56.0246,7.1207,38.9064,143.071,50.145,58.1382,39.8518,36.204,108.3321,89.1546,132.179,84.415,74.7112,57.6724,238.459,73.9087,73.024,41.6607
2019-01-10,92.2399,46.1716,342.63,118.3204,87.6049,92.0045,40.5878,111.438,57.3273,56.3001,146.832,52.643,82.811,159.374,92.1833,114.1985,162.689,61.382,160.812,22.9634,33.5741,80.8395,17.104,57.975,87.7109,37.7138,42.4923,98.5781,36.0287,47.6479,36.2431,38.0455,33.7895,157.561,63.8737,1677.33,236.189,139.3818,228.015,352.694,41.2582,196.58,41.3598,237.77,149.9676,175.318,36.953,32.3016,55.158,197.568,103.4731,61.3304,149.1232,70.2135,54.9453,157.2912,56.1071,7.0798,39.4918,144.431,50.3133,58.4203,39.7678,36.1346,107.1583,88.1898,132.125,85.268,75.1898,57.2445,244.593,73.3399,72.8619,41.6171
2019-01-11,92.5122,46.5083,342.912,117.5551,87.1861,91.2666,40.8206,111.2898,56.0194,56.0422,146.415,52.643,82.028,159.686,91.9335,114.2338,163.424,61.7282,159.658,23.2311,34.0264,81.3715,17.3684,57.734,87.6001,37.9319,42.8161,97.8168,36.9218,47.859,36.4531,38.2672,33.8172,158.393,64.1048,1665.89,237.316,138.075,230.622,351.29,41.7884,196.29,41.5938,237.55,148.448,173.484,36.591,32.1303,55.4078,197.446,103.3749,62.5159,148.336,69.6701,54.8656,158.0956,56.2061,7.2023,39.5639,145.658,50.9333,58.0017,39.877,36.204,107.3801,89.4027,131.363,84.406,75.1898,57.4716,244.796,74.2481,72.4996,41.7217
2019-01-14,92.4089,46.5163,340.444,117.2881,88.0849,90.6016,40.6568,111.0626,55.3613,55.9719,146.415,52.4075,80.861,159.152,91.1236,112.9396,162.393,60.4672,159.625,23.5345,33.6217,80.8218,17.2277,58.206,87.7017,37.6876,42.3086,97.1032,37.3212,49.7501,36.7506,37.8977,33.3746,159.996,63.4174,1692.88,232.412,138.6879,230.985,349.974,42.0839,195.78,41.5764,234.56,146.4188,170.214,36.04,32.2565,54.9706,196.03,102.2258,61.8243,147.5206,68.8878,54.5737,158.6134,55.4557,7.3411,38.5551,146.299,50.7562,57.674,40.1712,36.8459,105.9937,89.0444,130.136,85.466,75.11,57.0611,244.602,74.67,72.5472,42.2011
2019-01-15,91.9865,46.5724,342.271,116.3004,88.7307,90.926,41.0189,110.4106,55.7156,56.0031,147.911,51.4064,83.728,157.069,92.1379,113.8904,162.214,61.3985,156.942,23.6952,33.9074,81.5844,17.2165,58.316,88.9024,38.3941,42.5273,99.9197,37.1798,51.8184,37.1444,38.4149,33.1325,161.061,65.4611,1698.31,232.837,137.4172,239.189,353.762,42.9443,196.94,43.0932,242.36,145.6868,172.463,36.778,32.3106,55.5149,197.934,103.1588,61.2585,147.1832,70.1065,54.4233,157.7628,56.5029,7.2186,39.341,145.063,49.3655,58.3202,40.3225,37.1928,108.2212,87.2067,130.51,84.104,76.2444,55.6639,243.271,74.7801,74.2539,41.5474
2019-01-16,93.3195,45.7548,342.096,117.1636,89.4462,90.3421,40.4584,109.5708,55.4034,55.9797,148.574,52.8785,84.189,157.576,92.0546,112.7283,160.718,61.4892,157.39,25.3909,33.4154,81.0169,17.194,58.217,88.9948,38.3418,42.1161,100.2718,36.9243,52.5022,37.7394,38.4806,32.6415,176.432,64.8573,1680.57,232.006,136.9575,243.463,364.647,43.8309,198.41,42.5818,241.95,145.696,172.039,37.227,32.3738,55.4346,197.137,102.6187,60.9352,147.5206,70.2135,54.2995,158.4377,55.7773,6.7695,39.3319,145.472,48.958,58.0381,41.2808,38.5893,107.9532,86.3338,131.775,83.613,77.0952,55.821,240.089,76.7065,74.0632,42.6543
2019-01-17,93.3946,45.5544,348.927,119.7265,89.8127,90.7962,40.5792,109.6696,56.5848,56.3626,149.118,53.8207,84.661,155.645,92.486,113.6527,162.295,62.3051,159.243,25.8728,33.701,81.0054,17.239,59.214,89.355,38.5598,42.4136,100.9759,37.6388,52.7386,37.8794,38.6448,32.5447,178.232,65.5075,1724.51,235.507,139.3638,241.889,364.188,44.7869,198.78,42.9892,244.4,145.7146,174.66,37.448,32.3828,55.3186,198.337,103.6793,62.3003,150.0135,70.5182,54.848,160.2037,56.6101,6.8267,39.5143,148.199,48.5151,58.5022,41.8188,36.8892,110.1344,84.5788,132.064,85.846,77.6358,55.3407,245.739,76.734,75.4457,42.907
2019-01-18,94.3239,45.7628,354.407,122.3416,91.2701,92.7506,41.0534,109.6993,57.2935,57.0346,149.381,53.3496,84.81,159.837,93.7198,115.0614,163.603,62.5276,162.69,26.1495,33.7487,81.7025,17.419,59.808,90.2695,39.275,43.0436,102.4888,38.9313,53.2873,38.6407,38.768,33.4092,181.32,66.3435,1760.26,237.969,142.6983,247.225,370.306,45.7691,204.48,43.4399,247.51,148.9854,176.356,37.679,32.6533,55.8807,200.335,105.5257,63.4768,154.2683,70.4852,56.3342,163.5692,57.0472,7.0063,39.6494,150.757,48.958,58.8845,42.2139,37.8954,107.7591,87.271,132.59,87.587,77.37,57.2183,249.327,77.9449,76.7042,43.5869
2019-01-21,94.3239,45.7628,354.407,122.3416,91.2701,92.7506,41.0534,109.6993,57.2935,57.0346,149.381,53.3496,84.81,159.837,93.7198,115.0614,163.603,62.5276,162.69,26.1495,33.7487,81.7025,17.419,59.808,90.2695,39.275,43.0436,102.4888,38.9313,53.2873,38.6407,38.768,33.4092,181.32,66.3435,1760.26,237.969,142.6983,247.225,370.306,45.7691,204.48,43.4399,247.51,148.9854,176.356,37.679,32.6533,55.8807,200.335,105.5257,63.4768,154.2683,70.4852,56.3342,163.5692,57.0472,7.0063,39.6494,150.757,48.958,58.8845,42.2139,37.8954,107.7591,87.271,132.59,87.587,77.37,57.2183,249.327,77.9449,76.7042,43.5869
2019-01-22,93.7138,45.6827,347.771,118.4367,89.8302,91.1044,41.1483,109.2646,55.4794,56.175,149.39,50.9942,81.609,157.639,92.7358,113.3974,165.395,62.4946,159.699,25.9621,33.5423,80.8267,17.2052,58.316,90.0478,39.057,42.2386,100.5572,36.9069,52.2152,37.9406,38.6448,31.0994,176.97,66.4086,1708.98,238.008,139.7062,247.401,365.142,45.7082,200.72,43.0932,243.85,149.0317,174.712,36.833,31.5351,55.4585,199.219,104.5043,63.1176,148.8608,70.4935,55.7414,162.6353,56.5277,6.941,39.9399,149.541,48.0899,59.5125,42.1466,36.7851,108.2212,84.5559,132.057,88.518,77.1041,56.6943,246.436,76.5047,76.9903,43.4561
2019-01-23,93.6011,46.2999,348.46,118.0606,89.6033,90.3339,41.6225,109.7783,55.5722,55.714,150.397,51.4064,82.001,157.443,100.5849,113.3974,166.758,62.1732,159.724,25.8104,33.455,84.759,17.3797,61.457,91.1747,39.6501,41.9498,101.5373,37.0359,52.4516,37.4681,39.0635,30.9126,176.271,64.9409,1744.31,238.76,139.0844,248.64,360.621,46.1167,201.15,43.3012,245.14,147.262,174.349,36.982,33.2665,56.0065,198.928,104.2293,63.1535,147.708,70.9217,55.2018,160.5827,56.2803,6.8103,40.3902,150.963,45.8577,60.459,42.4744,36.5596,109.7924,84.8053,132.75,87.001,77.2459,57.7336,249.891,71.7346,76.7519,43.6827
2019-01-24,93.6105,45.7468,348.13,118.8756,89.6557,92.0532,41.1224,109.2152,55.7916,55.7922,150.27,51.7008,82.747,157.799,100.3124,111.839,167.905,60.3024,159.915,25.9532,32.4949,84.2764,17.2165,60.679,90.8514,39.7809,43.5424,101.052,39.157,52.9412,37.5731,39.3755,29.9652,177.077,65.8233,1795.67,237.89,144.5007,247.811,358.926,46.6817,201.02,42.4865,242.56,145.8165,173.839,36.689,32.6804,55.8717,197.259,104.1507,63.414,148.4765,71.391,55.768,160.9711,55.9587,7.0227,40.5929,152.76,45.0073,58.9209,42.777,36.4729,106.2803,84.7776,133.589,85.949,77.3079,57.1792,251.424,73.5509,76.6947,43.5607
